university_title_full,course_local_id,course_title_full,course_level,course_track,course_semester,course_credits,course_credits_type,course_link_descrip
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,CI,Computational Intelligence,Master,Artificial Intelligence,Fall,5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/CI-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,CV,Computational Vision,Master,Artificial Intelligence,Fall,5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/CV-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,IHLT,Introduction to Human Language Technology,Master,Artificial Intelligence,Fall,5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/IHLT-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,IMAS,Introduction to Multiagent Systems,Master,Artificial Intelligence,Fall,5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/IMAS-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,IML,Introduction to Machine Learning,Master,Artificial Intelligence,Fall,5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/IML-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,PAR,Planning and Approximate Reasoning,Master,Artificial Intelligence,Fall,5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/PAR-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,ATCI,Advanced Topics in Computational Intelligence,Master,Artificial Intelligence,Spring,4,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/ATCI-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,BDA,Big Data Analytics,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/BDA-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,CN,Complex Networks,Master,Artificial Intelligence,Spring,5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/CN-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,DL,Deep Learning,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/DL-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,IDADM,Intelligent Data Analysis and Data Mining,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/IDADM-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,MBM,"Minds, Brains and Machines",Master,Artificial Intelligence,Spring,4,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/MBM-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,AHLT,Advanced Human Languages Technologies,Master,Artificial Intelligence,Spring,5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/AHLT-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,CIR,Cognitive Interaction with Robots,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/CIR-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,HCI,Human-Computer Interaction,Master,Artificial Intelligence,Spring,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/HCI-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,HLE,Human Language Engineering,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/HLE-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,IDSS,Intelligent Decision Support Systems,Master,Artificial Intelligence,"Spring, Fall",4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/IDSS-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,KRE,Knowledge and Representation Engineering,Master,Artificial Intelligence,Spring,6,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/KRE-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,PMCDSS,Personalized Multicriteria Decision Support Systems,Master,Artificial Intelligence,Spring,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/PMCDSS-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,SEL,Supervised and Experiential Learning,Master,Artificial Intelligence,Spring,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/SEL-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,URL,Unsupervised and Reinforcement Learning,Master,Artificial Intelligence,Spring,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/URL-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,MASD,Multiagent System Design,Master,Artificial Intelligence,Spring,4,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/MASD-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,NDVW,Normative and Dynamic Virtual Worlds,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/NDVW-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,SOAS,Self Organizing Multiagent Systems,Master,Artificial Intelligence,Spring,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/SOAS-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,CPP,Constraint Processing and Programming,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/CPP-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,LAI,Logics for Artificial Intelligence,Master,Artificial Intelligence,Spring,6,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/LAI-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,PGM,Probabilistic Graphical Models,Master,Artificial Intelligence,Spring,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/PGM-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,AIHC,Artificial Intelligence in Health Care,Master,Artificial Intelligence,Fall,3,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/AIHC-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,AIS,Artificial Intelligence Seminar,Master,Artificial Intelligence,Spring,3,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/AIS-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,IDAAB,Intelligent Data Analysis Applications in Business,Master,Artificial Intelligence,Fall,2,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/IDAAB-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,ISP,Intelligent System Project,Master,Artificial Intelligence,Fall,3,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/ISP-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,NOLD,Nlp Over Open Linked Data,Master,Artificial Intelligence,,,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,NTR,New Trends in Robotics,Master,Artificial Intelligence,Fall,3,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/NTR-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,PPAI,Professional Practice in Artificial Intelligence,Master,Artificial Intelligence,"Spring, Fall",3,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/PPAI-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,AHCT,Assistive and Health-Care Technologies,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/AHCT-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,AVPR,Artificial Vision & Pattern Recognition,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/AVPR-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,COR,Cognitive Robotics,Master,Artificial Intelligence,Spring,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/COR-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,MRS,Multi-Robot Systems,Master,Artificial Intelligence,Fall,4.5,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/MRS-MAI
Universitat Politechnica de Catalunya Barcelonatech.FIB Facultat d'Informatica de Barcelona.,OR,Object Recognition,Master,Artificial Intelligence,Spring,4,ECTS,https://www.fib.upc.edu/en/studies/masters/master-artificial-intelligence/curriculum/syllabus/OR-MAI
